날짜	시간	x좌표	y좌표	온도	최고온도	최저온도	하늘상태	강수상태	날씨한국어	날씨영어	강수확률	12시간예상강수량	12시간예상적설량	풍속	풍향	풍향한국어	풍향영어	습도	6시간예상강수량	6시간예상적설량
2024-09-05	3	55	126	24	28	24	4	0	흐림	Cloudy	30	0	0	1.4	4	남	S	85	0	0
2024-09-05	6	55	126	24	28	24	4	0	흐림	Cloudy	30	0	0	1.8	4	남	S	90	0	0
2024-09-05	9	55	126	27	28	-999	4	0	흐림	Cloudy	30	0	0	3.6	4	남	S	75	0.8	0
2024-09-05	12	55	126	27	28	-999	4	1	비	Rain	60	0	0	3.8	5	남서	SW	80	0.8	0
2024-09-05	15	55	126	28	28	-999	4	1	비	Rain	60	0	0	2.8	6	서	W	80	4	0
2024-09-05	18	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	2.2	6	서	W	75	0	0
2024-09-05	21	55	126	25	-999	-999	4	0	흐림	Cloudy	30	0	0	1.4	7	북서	NW	85	0	0
2024-09-05	24	55	126	24	-999	-999	4	0	흐림	Cloudy	30	0	0	1.8	0	북	N	90	0	0
2024-09-04	9	55	126	25	31	-999	1	0	맑음	Clear	0	0	0	2.5	3	남동	SE	65	0	0
2024-09-04	12	55	126	29	31	-999	1	0	맑음	Clear	0	0	0	2.3	4	남	S	50	0	0
2024-09-04	15	55	126	31	31	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.6	5	남서	SW	50	0	0
2024-09-04	18	55	126	28	-999	-999	1	0	맑음	Clear	10	0	0	2	6	서	W	60	0	0
2024-09-04	21	55	126	25	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.2	6	서	W	85	0	0
2024-09-04	24	55	126	24	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1	4	남	S	90	0	0
2024-09-04	3	55	126	22	31	21	3	0	구름 많음	Mostly Cloudy	20	0	0	2.2	3	남동	SE	75	0	0
2024-09-04	6	55	126	21	31	21	3	0	구름 많음	Mostly Cloudy	10	0	0	1.9	2	동	E	80	0	0
2024-09-03	3	55	126	23	30	21	4	0	흐림	Cloudy	30	0	0	2.8	2	동	E	80	0	0
2024-09-03	6	55	126	22	30	21	4	0	흐림	Cloudy	30	0	0	2.8	2	동	E	75	0	0
2024-09-03	9	55	126	24	30	-999	4	0	흐림	Cloudy	30	0	0	2.3	2	동	E	65	0	0
2024-09-03	12	55	126	28	30	-999	4	0	흐림	Cloudy	30	0	0	2.7	2	동	E	50	0	0
2024-09-03	15	55	126	30	30	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.8	3	남동	SE	50	0	0
2024-09-03	18	55	126	28	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.7	3	남동	SE	60	0	0
2024-09-03	21	55	126	25	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.6	2	동	E	70	0	0
2024-09-03	24	55	126	24	-999	-999	4	0	흐림	Cloudy	30	0	0	2.6	3	남동	SE	70	0	0
2024-09-02	3	55	126	24	27	23	4	0	흐림	Cloudy	30	0	0	1.5	4	남	S	85	8.700001	0
2024-09-02	6	55	126	24	27	23	4	1	비	Rain	60	0	0	1.8	3	남동	SE	90	8.700001	0
2024-09-02	9	55	126	24	26	-999	4	0	흐림	Cloudy	30	0	0	2.2	3	남동	SE	85	10	0
2024-09-02	12	55	126	24	26	-999	4	1	비	Rain	60	0	0	2.4	2	동	E	80	3.7	0
2024-09-02	15	55	126	25	26	-999	4	1	비	Rain	60	0	0	2.7	1	북동	NE	75	0.1	0
2024-09-02	18	55	126	25	-999	-999	4	0	흐림	Cloudy	30	0	0	2.5	1	북동	NE	75	0	0
2024-09-02	21	55	126	24	-999	-999	4	0	흐림	Cloudy	30	0	0	2.9	1	북동	NE	85	0	0
2024-09-02	24	55	126	24	-999	-999	4	0	흐림	Cloudy	30	0	0	3	1	북동	NE	80	0	0
2024-09-01	3	55	126	24	30	23	1	0	맑음	Clear	10	0	0	2.1	3	남동	SE	90	0	0
2024-09-01	6	55	126	23	30	23	3	0	구름 많음	Mostly Cloudy	20	0	0	1.8	3	남동	SE	90	0	0
2024-09-01	9	55	126	26	30	-999	1	0	맑음	Clear	0	0	0	2.7	4	남	S	75	0	0
2024-09-01	12	55	126	29	30	-999	1	0	맑음	Clear	0	0	0	3.2	5	남서	SW	55	0	0
2024-09-01	15	55	126	29	30	-999	1	0	맑음	Clear	0	0	0	3.2	5	남서	SW	50	0	0
2024-09-01	18	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	2.3	6	서	W	60	0	0
2024-09-01	21	55	126	24	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	5	남서	SW	80	0	0
2024-09-01	24	55	126	24	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.5	5	남서	SW	85	0	0
2024-08-31	3	55	126	22	33	21	1	0	맑음	Clear	0	0	0	1.6	7	북서	NW	90	0	0
2024-08-31	6	55	126	22	33	21	1	0	맑음	Clear	0	0	0	1.6	7	북서	NW	90	0	0
2024-08-31	9	55	126	25	33	-999	1	0	맑음	Clear	0	0	0	2.3	0	북	N	80	0	0
2024-08-31	12	55	126	29	33	-999	1	0	맑음	Clear	0	0	0	2.5	0	북	N	65	0	0
2024-08-31	15	55	126	31	33	-999	1	0	맑음	Clear	0	0	0	2.5	6	서	W	60	0	0
2024-08-31	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	2.9	6	서	W	65	0	0
2024-08-31	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	1.2	5	남서	SW	80	0	0
2024-08-31	24	55	126	24	-999	-999	1	0	맑음	Clear	0	0	0	1.3	4	남	S	85	0	0
2024-08-30	3	55	126	23	33	22	1	0	맑음	Clear	0	0	0	3.2	0	북	N	85	0	0
2024-08-30	6	55	126	23	33	22	1	0	맑음	Clear	0	0	0	3.2	0	북	N	85	0	0
2024-08-30	9	55	126	28	33	-999	1	0	맑음	Clear	0	0	0	2.3	1	북동	NE	70	0	0
2024-08-30	12	55	126	32	33	-999	1	0	맑음	Clear	0	0	0	2.7	7	북서	NW	55	0	0
2024-08-30	15	55	126	32	33	-999	1	0	맑음	Clear	0	0	0	3.2	7	북서	NW	50	0	0
2024-08-30	18	55	126	30	-999	-999	1	0	맑음	Clear	0	0	0	2.7	7	북서	NW	60	0	0
2024-08-30	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	2	6	서	W	80	0	0
2024-08-30	24	55	126	24	-999	-999	1	0	맑음	Clear	0	0	0	2.5	7	북서	NW	85	0	0
2024-08-29	3	55	126	23	34	21	1	0	맑음	Clear	0	0	0	1.8	1	북동	NE	80	0	0
2024-08-29	6	55	126	22	34	21	1	0	맑음	Clear	0	0	0	2.1	1	북동	NE	85	0	0
2024-08-29	9	55	126	27	33	-999	1	0	맑음	Clear	0	0	0	2.8	1	북동	NE	70	0	0
2024-08-29	12	55	126	31	33	-999	1	0	맑음	Clear	0	0	0	3	1	북동	NE	55	0	0
2024-08-29	15	55	126	33	33	-999	1	0	맑음	Clear	0	0	0	3.2	1	북동	NE	50	0	0
2024-08-29	18	55	126	30	-999	-999	1	0	맑음	Clear	0	0	0	4	1	북동	NE	60	0	0
2024-08-29	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	4.1	1	북동	NE	70	0	0
2024-08-29	24	55	126	24	-999	-999	1	0	맑음	Clear	0	0	0	2.6	1	북동	NE	80	0	0
2024-08-28	3	55	126	23	32	21	1	0	맑음	Clear	0	0	0	3.8	1	북동	NE	85	0	0
2024-08-28	6	55	126	22	32	21	1	0	맑음	Clear	0	0	0	4	1	북동	NE	85	0	0
2024-08-28	9	55	126	26	33	-999	1	0	맑음	Clear	0	0	0	2.6	2	동	E	65	0	0
2024-08-28	12	55	126	30	33	-999	1	0	맑음	Clear	0	0	0	2	2	동	E	55	0	0
2024-08-28	15	55	126	33	33	-999	1	0	맑음	Clear	0	0	0	1.8	1	북동	NE	50	0	0
2024-08-28	18	55	126	31	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	3	1	북동	NE	55	0	0
2024-08-28	21	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	2.9	2	동	E	65	0	0
2024-08-28	24	55	126	24	-999	-999	1	0	맑음	Clear	0	0	0	2.2	2	동	E	75	0	0
2024-08-27	3	55	126	25	29	24	4	0	흐림	Cloudy	30	0	0	2.8	1	북동	NE	85	0	0
2024-08-27	6	55	126	24	29	24	4	0	흐림	Cloudy	30	0	0	3.2	1	북동	NE	85	0	0
2024-08-27	9	55	126	27	29	-999	4	0	흐림	Cloudy	30	0	0	3.7	1	북동	NE	70	0	0
2024-08-27	12	55	126	28	29	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.4	2	동	E	60	0	0
2024-08-27	15	55	126	29	29	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	1.4	1	북동	NE	55	0	0
2024-08-27	18	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	2	1	북동	NE	60	0	0
2024-08-27	21	55	126	25	-999	-999	1	0	맑음	Clear	0	0	0	2.7	0	북	N	75	0	0
2024-08-27	24	55	126	24	-999	-999	1	0	맑음	Clear	0	0	0	2.9	1	북동	NE	85	0	0
2024-08-26	3	55	126	25	31	24	1	0	맑음	Clear	0	0	0	0.8	1	북동	NE	90	0	0
2024-08-26	6	55	126	25	31	24	1	0	맑음	Clear	10	0	0	1.1	2	동	E	95	0	0
2024-08-26	9	55	126	28	31	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	0.7	2	동	E	80	0	0
2024-08-26	12	55	126	30	31	-999	4	0	흐림	Cloudy	30	0	0	0.9	3	남동	SE	70	0	0
2024-08-26	15	55	126	29	31	-999	4	0	흐림	Cloudy	30	0	0	1.3	5	남서	SW	65	0	0
2024-08-26	18	55	126	28	-999	-999	4	0	흐림	Cloudy	30	0	0	1.9	7	북서	NW	75	0	0
2024-08-26	21	55	126	26	-999	-999	4	0	흐림	Cloudy	30	0	0	1.4	1	북동	NE	85	0	0
2024-08-26	24	55	126	25	-999	-999	4	0	흐림	Cloudy	30	0	0	2	1	북동	NE	85	0	0
2024-08-25	3	55	126	25	32	25	1	0	맑음	Clear	0	0	0	0.4	3	남동	SE	95	0	0
2024-08-25	6	55	126	25	32	25	1	0	맑음	Clear	0	0	0	0.4	2	동	E	95	0	0
2024-08-25	9	55	126	28	32	-999	1	0	맑음	Clear	0	0	0	1.2	4	남	S	80	14.2	0
2024-08-25	12	55	126	30	32	-999	3	1	비	Rain	60	0	0	2.6	6	서	W	70	14.2	0
2024-08-25	15	55	126	31	32	-999	1	0	맑음	Clear	0	0	0	2.5	6	서	W	65	0	0
2024-08-25	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	1.6	6	서	W	70	0	0
2024-08-25	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	1.4	7	북서	NW	85	0	0
2024-08-25	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.8	0	북	N	90	0	0
2024-08-24	3	55	126	25	32	24	1	0	맑음	Clear	0	0	0	1	5	남서	SW	90	0	0
2024-08-24	6	55	126	24	32	24	3	0	구름 많음	Mostly Cloudy	20	0	0	0.4	5	남서	SW	95	0	0
2024-08-24	9	55	126	28	32	-999	1	0	맑음	Clear	10	0	0	2.2	4	남	S	80	0	0
2024-08-24	12	55	126	31	32	-999	1	0	맑음	Clear	10	0	0	2.9	5	남서	SW	70	0	0
2024-08-24	15	55	126	31	32	-999	3	4	소나기	Shower	60	0	0	3.3	6	서	W	65	40	0
2024-08-24	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	2.3	5	남서	SW	70	0	0
2024-08-24	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.8	6	서	W	90	0	0
2024-08-24	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.6	6	서	W	90	0	0
2024-08-23	3	55	126	26	31	26	4	1	비	Rain	60	0	0	2.3	5	남서	SW	90	1	0
2024-08-23	6	55	126	26	31	26	3	0	구름 많음	Mostly Cloudy	10	0	0	2.6	5	남서	SW	90	0	0
2024-08-23	9	55	126	28	31	-999	4	1	비	Rain	60	0	0	2.6	5	남서	SW	80	20	0
2024-08-23	12	55	126	30	31	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	2.6	5	남서	SW	70	0	0
2024-08-23	15	55	126	31	31	-999	1	0	맑음	Clear	0	0	0	3.6	5	남서	SW	65	0	0
2024-08-23	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	3	5	남서	SW	75	0	0
2024-08-23	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	1.6	5	남서	SW	90	0	0
2024-08-23	24	55	126	25	-999	-999	1	0	맑음	Clear	0	0	0	1.3	5	남서	SW	90	0	0
2024-08-22	3	55	126	27	29	26	4	1	비	Rain	60	0	0	4.4	4	남	S	90	11.9	0
2024-08-22	6	55	126	27	29	26	4	1	비	Rain	60	0	0	3.2	4	남	S	90	5	0
2024-08-22	9	55	126	29	30	-999	4	0	흐림	Cloudy	30	0	0	4.3	3	남동	SE	80	10.5	0
2024-08-22	12	55	126	30	30	-999	4	1	비	Rain	60	0	0	6.6	4	남	S	80	10.5	0
2024-08-22	15	55	126	29	30	-999	4	1	비	Rain	61	0	0	6.8	4	남	S	80	12.299999	0
2024-08-22	18	55	126	28	-999	-999	4	1	비	Rain	60	0	0	4.1	6	서	W	85	2.1	0
2024-08-22	21	55	126	27	-999	-999	3	1	비	Rain	60	0	0	3	5	남서	SW	85	1.3	0
2024-08-22	24	55	126	26	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	1.9	6	서	W	90	0	0
2024-08-21	18	55	126	29	-999	-999	4	1	비	Rain	60	0	0	4.1	4	남	S	85	2.4	0
2024-08-21	21	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	3	4	남	S	85	15.2	0
2024-08-21	24	55	126	27	-999	-999	4	1	비	Rain	60	0	0	5	4	남	S	90	15.2	0
2024-08-21	3	55	126	28	30	26	4	0	흐림	Cloudy	30	0	0	3.8	2	동	E	85	4.7	0
2024-08-21	6	55	126	27	30	26	4	1	비	Rain	60	0	0	4.7	2	동	E	85	4.7	0
2024-08-21	9	55	126	27	30	-999	4	1	비	Rain	98	0	0	3.3	3	남동	SE	90	9.1	0
2024-08-21	12	55	126	27	30	-999	4	1	비	Rain	60	0	0	2.5	5	남서	SW	90	1	0
2024-08-21	15	55	126	29	30	-999	4	1	비	Rain	60	0	0	4.1	5	남서	SW	85	4.8	0
2024-08-20	3	55	126	27	36	26	1	0	맑음	Clear	10	0	0	1	2	동	E	90	0	0
2024-08-20	6	55	126	27	36	26	1	0	맑음	Clear	0	0	0	1.3	2	동	E	85	0	0
2024-08-20	9	55	126	30	36	-999	1	0	맑음	Clear	0	0	0	2.3	2	동	E	70	0	0
2024-08-20	12	55	126	34	36	-999	1	0	맑음	Clear	10	0	0	3.1	2	동	E	60	0	0
2024-08-20	15	55	126	35	36	-999	4	0	흐림	Cloudy	30	0	0	2.1	3	남동	SE	60	4.1	0
2024-08-20	18	55	126	33	-999	-999	3	4	소나기	Shower	60	0	0	1	2	동	E	70	4.1	0
2024-08-20	21	55	126	29	-999	-999	3	4	소나기	Shower	60	0	0	2.3	2	동	E	85	33.3	0
2024-08-20	24	55	126	28	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.9	2	동	E	85	0	0
2024-08-19	3	55	126	26	34	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.1	2	동	E	95	0	0
2024-08-19	6	55	126	25	34	25	1	0	맑음	Clear	10	0	0	1.5	2	동	E	90	0	0
2024-08-19	9	55	126	29	34	-999	1	0	맑음	Clear	10	0	0	2	3	남동	SE	70	0	0
2024-08-19	12	55	126	32	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.2	4	남	S	60	0	0
2024-08-19	15	55	126	33	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.8	6	서	W	60	0	0
2024-08-19	18	55	126	31	-999	-999	1	0	맑음	Clear	0	0	0	1.7	7	북서	NW	70	0	0
2024-08-19	21	55	126	28	-999	-999	1	0	맑음	Clear	10	0	0	1	7	북서	NW	85	0	0
2024-08-19	24	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	1.2	0	북	N	90	0	0
2024-08-18	3	55	126	26	33	25	3	4	소나기	Shower	60	0	0	0.4	3	남동	SE	90	1	0
2024-08-18	6	55	126	26	33	25	3	0	구름 많음	Mostly Cloudy	10	0	0	1.3	3	남동	SE	95	0	0
2024-08-18	9	55	126	29	33	-999	1	0	맑음	Clear	0	0	0	1.9	3	남동	SE	75	0	0
2024-08-18	12	55	126	32	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.5	5	남서	SW	65	0	0
2024-08-18	15	55	126	31	33	-999	3	4	소나기	Shower	60	0	0	1.3	5	남서	SW	70	20.9	0
2024-08-18	18	55	126	30	-999	-999	3	4	소나기	Shower	61	0	0	0.9	3	남동	SE	70	8.7	0
2024-08-18	21	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	0.8	3	남동	SE	85	0	0
2024-08-18	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.3	2	동	E	90	0	0
2024-08-17	3	55	126	26	34	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.9	3	남동	SE	85	0	0
2024-08-17	6	55	126	26	34	25	3	0	구름 많음	Mostly Cloudy	10	0	0	1.8	3	남동	SE	90	0	0
2024-08-17	9	55	126	30	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.2	3	남동	SE	70	0	0
2024-08-17	12	55	126	32	34	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	1.9	4	남	S	60	0	0
2024-08-17	15	55	126	34	34	-999	3	4	소나기	Shower	60	0	0	3	5	남서	SW	60	12.8	0
2024-08-17	18	55	126	31	-999	-999	1	4	소나기	Shower	60	0	0	2.5	6	서	W	70	6.4	0
2024-08-17	21	55	126	28	-999	-999	1	0	맑음	Clear	10	0	0	1	6	서	W	85	3	0
2024-08-17	24	55	126	27	-999	-999	3	4	소나기	Shower	60	0	0	0.9	6	서	W	90	3	0
2024-08-16	12	55	126	32	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2	4	남	S	60	0	0
2024-08-16	15	55	126	33	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.2	5	남서	SW	60	0	0
2024-08-16	18	55	126	30	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	1.4	6	서	W	70	0	0
2024-08-16	21	55	126	28	-999	-999	1	4	소나기	Shower	60	0	0	1.2	7	북서	NW	80	0.1	0
2024-08-16	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	0.8	3	남동	SE	85	0	0
2024-08-16	3	55	126	26	34	25	4	0	흐림	Cloudy	30	0	0	2.4	3	남동	SE	90	0	0
2024-08-16	6	55	126	26	34	25	4	0	흐림	Cloudy	30	0	0	2.1	3	남동	SE	85	0	0
2024-08-16	9	55	126	29	34	-999	4	0	흐림	Cloudy	30	0	0	2.3	3	남동	SE	70	0	0
2024-08-15	9	55	126	29	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2	3	남동	SE	70	0	0
2024-08-15	12	55	126	32	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.1	5	남서	SW	60	0	0
2024-08-15	15	55	126	33	34	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	2.5	6	서	W	55	0	0
2024-08-15	18	55	126	31	-999	-999	1	0	맑음	Clear	0	0	0	2.7	6	서	W	70	0	0
2024-08-15	21	55	126	29	-999	-999	1	0	맑음	Clear	10	0	0	0.7	7	북서	NW	80	0	0
2024-08-15	24	55	126	28	-999	-999	1	0	맑음	Clear	10	0	0	1.8	3	남동	SE	85	0	0
2024-08-15	3	55	126	27	34	26	4	0	흐림	Cloudy	30	0	0	2.1	3	남동	SE	90	0	0
2024-08-15	6	55	126	26	34	26	4	0	흐림	Cloudy	30	0	0	1.4	2	동	E	85	0	0
2024-08-14	12	55	126	33	34	-999	1	0	맑음	Clear	0	0	0	1.2	4	남	S	60	0	0
2024-08-14	15	55	126	34	34	-999	1	0	맑음	Clear	0	0	0	3.2	6	서	W	55	0	0
2024-08-14	6	55	126	26	34	26	3	0	구름 많음	Mostly Cloudy	20	0	0	1.6	3	남동	SE	95	0	0
2024-08-14	9	55	126	30	34	-999	1	0	맑음	Clear	10	0	0	2	3	남동	SE	75	0	0
2024-08-14	3	55	126	27	34	26	1	0	맑음	Clear	10	0	0	1.3	3	남동	SE	90	0	0
2024-08-14	18	55	126	31	-999	-999	1	0	맑음	Clear	0	0	0	2.4	6	서	W	70	0	0
2024-08-14	21	55	126	28	-999	-999	1	4	소나기	Shower	60	0	0	2.6	7	북서	NW	85	5	0
2024-08-14	24	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	0.1	1	북동	NE	90	0	0
2024-08-13	21	55	126	28	-999	-999	1	4	소나기	Shower	60	0	0	1.9	5	남서	SW	85	12.2	0
2024-08-13	24	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	1.3	7	북서	NW	85	0	0
